adverb,G2_signed,War_and_Peace_per10k,Anna_Karenina_per10k
evidently,154.5787927520389,6.033348905119555,1.1078978915850894
ily,71.13795818677617,1.2928604796684762,0.0
orderly,33.187858380275685,0.7412400083432596,0.028407638245771524
silently,30.85284325625917,1.154955361837172,0.19885346772040066
tely,29.403689383867484,0.5343823315963034,0.0
involuntarily,25.35529452641878,1.3100986193973891,0.34089165894925827
formerly,23.544637931102507,0.7929544275299987,0.1136305529830861
previously,23.544637931102507,0.7929544275299987,0.1136305529830861
nearly,23.511414823617425,0.9825739645480418,0.19885346772040066
suddenly,22.517024129097138,7.446876362890422,4.914521416518474
occasionally,22.370771124896212,0.6205730302408685,0.05681527649154305
hastily,16.435306963469028,0.9136214056323898,0.2556687442119437
tolly,16.12460385566927,0.2930483753915213,0.0
only,16.0802695011501,22.40958164758692,18.521780136243034
smilingly,15.449364108335484,0.39647721376499934,0.028407638245771524
unexpectedly,15.220009330109722,0.9308595453613028,0.2840763824577152
namely,15.17609774651225,0.2758102356626082,0.0
sadly,15.17609774651225,0.2758102356626082,0.0
strongly,13.73027625059983,0.36200093430717334,0.028407638245771524
chiefly,13.33647733675171,0.6722874494276075,0.17044582947462913
closely,12.68881124519135,0.4826679124095644,0.08522291473731457
respectfully,12.642119636600173,0.7067637288854337,0.19885346772040066
infinitely,11.382073309884188,0.20685767674695618,0.0
probably,10.546332180961976,1.4307655974997802,0.7101909561442881
subsequently,10.433567200727172,0.18961953701804318,0.0
politely,10.433567200727172,0.18961953701804318,0.0
sometimes,10.247081394660597,2.292672583945431,1.363566635797033
personally,10.235174822723023,0.4826679124095644,0.1136305529830861
mindedly,9.485061091570156,0.17238139728913013,0.0
meekly,9.485061091570156,0.17238139728913013,0.0
threateningly,9.485061091570156,0.17238139728913013,0.0
slightly,8.723682617155845,1.034288383734781,0.4829298501781159
vainly,8.693832080433168,0.25857209593369523,0.028407638245771524
fixedly,8.693832080433168,0.25857209593369523,0.028407638245771524
comply,8.536554982413143,0.15514325756021713,0.0
latterly,8.536554982413143,0.15514325756021713,0.0
unpleasantly,7.878758246043797,0.2413339562047822,0.028407638245771524
similarly,7.588048873256125,0.1379051178313041,0.0
gully,7.588048873256125,0.1379051178313041,0.0
uselessly,7.588048873256125,0.1379051178313041,0.0
sternly,6.878594517121867,0.6722874494276075,0.2840763824577152
fiercely,6.639542764099109,0.1206669781023911,0.0
feverishly,6.639542764099109,0.1206669781023911,0.0
brotherly,6.639542764099109,0.1206669781023911,0.0
peacefully,6.639542764099109,0.1206669781023911,0.0
quietly,6.572568807445833,0.9480976850902157,0.4829298501781159
already,6.569405553533819,5.60239541189673,4.374776289848815
briskly,6.513289339532377,0.2758102356626082,0.05681527649154305
dimly,6.513289339532377,0.2758102356626082,0.05681527649154305
kindly,6.357279977895274,1.017050244005868,0.5397451266696589
solely,6.278723132480871,0.20685767674695618,0.028407638245771524
impetuously,5.691036654942094,0.10342883837347809,0.0
minutely,5.691036654942094,0.10342883837347809,0.0
willingly,5.691036654942094,0.10342883837347809,0.0
wildly,5.691036654942094,0.10342883837347809,0.0
mechanically,5.691036654942094,0.10342883837347809,0.0
seemingly,5.691036654942094,0.10342883837347809,0.0
disdainfully,5.691036654942094,0.10342883837347809,0.0
piercingly,5.691036654942094,0.10342883837347809,0.0
melancholy,5.163016060515728,0.4826679124095644,0.19885346772040066
pleasantly,5.117587411361511,0.2413339562047822,0.05681527649154305
joyfully,4.844359267419769,0.6378111699697815,0.3124840207034868
gracefully,4.742530545785078,0.08619069864456506,0.0
mutually,4.742530545785078,0.08619069864456506,0.0
regularly,4.742530545785078,0.08619069864456506,0.0
mortally,4.742530545785078,0.08619069864456506,0.0
masterly,4.742530545785078,0.08619069864456506,0.0
arbitrarily,4.742530545785078,0.08619069864456506,0.0
remarkably,4.742530545785078,0.08619069864456506,0.0
nataly,4.742530545785078,0.08619069864456506,0.0
sweetly,4.742530545785078,0.08619069864456506,0.0
blandly,4.742530545785078,0.08619069864456506,0.0
madly,4.742530545785078,0.08619069864456506,0.0
reasonably,4.742530545785078,0.08619069864456506,0.0
rapturously,4.730640471571551,0.17238139728913013,0.028407638245771524
irresistibly,4.730640471571551,0.17238139728913013,0.028407638245771524
folly,4.730640471571551,0.17238139728913013,0.028407638245771524
passionately,4.558212325264808,0.3275246548493473,0.1136305529830861
repeatedly,4.445492445583907,0.22409581647586918,0.05681527649154305
constantly,4.425442337584911,0.41371535349391236,0.17044582947462913
graciously,3.982469036268807,0.15514325756021713,0.028407638245771524
gradually,3.931771064981219,0.39647721376499934,0.17044582947462913
elderly,3.931771064981219,0.39647721376499934,0.17044582947462913
simultaneously,3.85010868322217,0.25857209593369523,0.08522291473731457
recently,3.85010868322217,0.25857209593369523,0.08522291473731457
badly,3.6926922783492113,0.7412400083432596,0.42611457368657285
generally,3.460704825190877,0.6550493096986946,0.3692992971950298
newly,3.45610454025328,0.37923907403608637,0.17044582947462913
then,3.4525313298526896,16.221089484907147,14.658341334818106
unusually,3.2566446697661884,0.1379051178313041,0.028407638245771524
energetically,3.2566446697661884,0.1379051178313041,0.028407638245771524
amiably,3.2566446697661884,0.1379051178313041,0.028407638245771524
frankly,2.7308178984307183,0.22409581647586918,0.08522291473731457
anxiously,2.7308178984307183,0.22409581647586918,0.08522291473731457
uneasily,2.7260060491114917,0.31028651512043426,0.1420381912288576
solemnly,2.5667391221481086,0.17238139728913013,0.05681527649154305
widely,2.5587937056807557,0.1206669781023911,0.028407638245771524
thoughtfully,2.5587937056807557,0.1206669781023911,0.028407638245771524
singly,2.5587937056807557,0.1206669781023911,0.028407638245771524
morosely,2.5587937056807557,0.1206669781023911,0.028407638245771524
continuously,2.5587937056807557,0.1206669781023911,0.028407638245771524
disorderly,2.5587937056807557,0.1206669781023911,0.028407638245771524
terribly,2.4610654377944545,0.25857209593369523,0.1136305529830861
rapidly,2.2628591026177585,1.6376232742467363,1.2499360828139472
incessantly,2.153060799742458,0.3275246548493473,0.17044582947462913
strangely,2.0608748454364934,0.36200093430717334,0.19885346772040066
sufficiently,2.000637138509984,0.15514325756021713,0.05681527649154305
gratefully,2.000637138509984,0.15514325756021713,0.05681527649154305
briefly,2.000637138509984,0.15514325756021713,0.05681527649154305
fly,1.9421323856501118,0.4309534932228254,0.2556687442119437
leisurely,1.8969817205890016,0.10342883837347809,0.028407638245771524
skillfully,1.8969817205890016,0.10342883837347809,0.028407638245771524
enormously,1.8969817205890016,0.10342883837347809,0.028407638245771524
variously,1.8969817205890016,0.10342883837347809,0.028407638245771524
irritably,1.8969817205890016,0.10342883837347809,0.028407638245771524
ally,1.8969817205890016,0.10342883837347809,0.028407638245771524
proudly,1.8969817205890016,0.10342883837347809,0.028407638245771524
ecstatically,1.8969817205890016,0.10342883837347809,0.028407638245771524
convulsively,1.8969817205890016,0.10342883837347809,0.028407638245771524
independently,1.8612412065656478,0.2758102356626082,0.1420381912288576
successfully,1.72805227012664,0.18961953701804318,0.08522291473731457
seldom,1.72805227012664,0.18961953701804318,0.08522291473731457
naturally,1.6528122898453717,0.37923907403608637,0.2272611059661722
finally,1.58081996819055,0.4826679124095644,0.3124840207034868
plainly,1.5714200937644494,0.5171441918673905,0.34089165894925827
unnaturally,1.5706579908274705,0.22409581647586918,0.1136305529830861
triumphantly,1.475147445861634,0.1379051178313041,0.05681527649154305
reproachfully,1.4720534610260687,0.25857209593369523,0.1420381912288576
accurately,1.2833695610740543,0.08619069864456506,0.028407638245771524
pensively,1.2833695610740543,0.08619069864456506,0.028407638245771524
elegantly,1.2833695610740543,0.08619069864456506,0.028407638245771524
heartily,1.2833695610740543,0.08619069864456506,0.028407638245771524
exclusively,1.2833695610740543,0.08619069864456506,0.028407638245771524
thickly,1.2833695610740543,0.08619069864456506,0.028407638245771524
laboriously,1.2833695610740543,0.08619069864456506,0.028407638245771524
gladly,1.2824739545136743,0.17238139728913013,0.08522291473731457
shyly,1.1776427688208542,0.20685767674695618,0.1136305529830861
tenderly,1.0796236712638105,0.2758102356626082,0.17044582947462913
sincerely,1.058458744244989,0.31028651512043426,0.19885346772040066
cordially,0.9999782244305977,0.1206669781023911,0.05681527649154305
hoarsely,0.9999782244305977,0.1206669781023911,0.05681527649154305
piteously,0.9999782244305977,0.1206669781023911,0.05681527649154305
steadily,0.9999782244305977,0.1206669781023911,0.05681527649154305
feebly,0.9999782244305977,0.1206669781023911,0.05681527649154305
casually,0.8832320766156401,0.15514325756021713,0.08522291473731457
deeply,0.8709065154298852,0.5343823315963034,0.3977069354408013
awkwardly,0.7857100468822247,0.25857209593369523,0.17044582947462913
reluctantly,0.7830304354460416,0.2930483753915213,0.19885346772040066
obediently,0.737573722930817,0.06895255891565205,0.028407638245771524
stately,0.737573722930817,0.06895255891565205,0.028407638245771524
laughingly,0.737573722930817,0.06895255891565205,0.028407638245771524
stealthily,0.737573722930817,0.06895255891565205,0.028407638245771524
deftly,0.737573722930817,0.06895255891565205,0.028407638245771524
breathlessly,0.737573722930817,0.06895255891565205,0.028407638245771524
fortunately,0.737573722930817,0.06895255891565205,0.028407638245771524
imply,0.737573722930817,0.06895255891565205,0.028407638245771524
accordingly,0.737573722930817,0.06895255891565205,0.028407638245771524
gravely,0.737573722930817,0.06895255891565205,0.028407638245771524
complacently,0.737573722930817,0.06895255891565205,0.028407638245771524
affirmatively,0.737573722930817,0.06895255891565205,0.028407638245771524
indistinctly,0.737573722930817,0.06895255891565205,0.028407638245771524
mostly,0.737573722930817,0.06895255891565205,0.028407638245771524
apparently,0.6558098918992084,0.7067637288854337,0.5681527649154304
crossly,0.5888213844104271,0.10342883837347809,0.05681527649154305
wearily,0.5888213844104271,0.10342883837347809,0.05681527649154305
daily,0.5888213844104271,0.10342883837347809,0.05681527649154305
correctly,0.5888213844104271,0.10342883837347809,0.05681527649154305
secretly,0.5888213844104271,0.10342883837347809,0.05681527649154305
absently,0.5888213844104271,0.10342883837347809,0.05681527649154305
timidly,0.5807349588361692,0.6033348905119555,0.4829298501781159
inevitably,0.5744590732981152,0.34476279457826026,0.2556687442119437
inquiringly,0.5558269027549381,0.5688586110541295,0.4545222119323444
separately,0.5238066979214868,0.17238139728913013,0.1136305529830861
softly,0.45901314413618355,0.6205730302408685,0.5113374884238874
seriously,0.4335124139063966,0.5860967507830426,0.4829298501781159
equally,0.40880107532926946,0.36200093430717334,0.2840763824577152
sharply,0.38504879971026496,0.3275246548493473,0.2556687442119437
secondly,0.3617191505250168,0.2930483753915213,0.2272611059661722
ironically,0.33898646122245557,0.25857209593369523,0.19885346772040066
angrily,0.33247978036463177,1.3618130385841283,1.2215284445681756
boldly,0.28050803252766787,0.37923907403608637,0.3124840207034868
desperately,0.2785630561627921,0.15514325756021713,0.1136305529830861
splendidly,0.2785630561627921,0.15514325756021713,0.1136305529830861
excitedly,0.2649772880551413,0.1206669781023911,0.08522291473731457
helplessly,0.2649772880551413,0.1206669781023911,0.08522291473731457
confidently,0.2619033489607434,0.08619069864456506,0.05681527649154305
perceptibly,0.2619033489607434,0.08619069864456506,0.05681527649154305
firmly,0.19887624387854785,0.7929544275299987,0.7101909561442881
significantly,0.17850511160850835,0.2413339562047822,0.19885346772040066
usually,0.1543792161456481,0.6033348905119555,0.5397451266696589
cheerfully,0.1530043813787294,0.20685767674695618,0.17044582947462913
quite,0.14196184462228345,6.481540538071294,6.278088052315507
physically,0.13457621981979417,0.3275246548493473,0.2840763824577152
vely,0.10200292091914764,0.1379051178313041,0.1136305529830861
clearly,0.09121440331275243,1.5859088550599973,1.5056048270258908
approvingly,0.0765021906893647,0.10342883837347809,0.08522291473731457
accidentally,0.0765021906893647,0.10342883837347809,0.08522291473731457
greedily,0.0765021906893647,0.10342883837347809,0.08522291473731457
openly,0.0765021906893647,0.10342883837347809,0.08522291473731457
neatly,0.0765021906893647,0.10342883837347809,0.08522291473731457
happily,0.06572850944833619,0.22409581647586918,0.19885346772040066
gaily,0.06024869085861284,0.6378111699697815,0.596560403161202
dearly,0.05100146045957382,0.06895255891565205,0.05681527649154305
honestly,0.05100146045957382,0.06895255891565205,0.05681527649154305
imploringly,0.05100146045957382,0.06895255891565205,0.05681527649154305
intimately,0.05100146045957382,0.06895255891565205,0.05681527649154305
stiffly,0.05100146045957382,0.06895255891565205,0.05681527649154305
decidedly,0.05100146045957382,0.06895255891565205,0.05681527649154305
modestly,0.05100146045957382,0.06895255891565205,0.05681527649154305
frequently,0.03334970198886367,0.2758102356626082,0.2556687442119437
readily,0.03334970198886367,0.2758102356626082,0.2556687442119437
easily,0.029054024973413695,0.7412400083432596,0.7101909561442881
affectionately,0.02523887800201985,0.15514325756021713,0.1420381912288576
eagerly,0.022213521690468196,0.5343823315963034,0.5113374884238874
loudly,0.02072530511481241,0.6205730302408685,0.596560403161202
definitely,0.018475650014006306,0.2413339562047822,0.2272611059661722
scarcely,0.0183115982222557,0.8791451261745638,0.8522291473731457
hardly,0.011772654347734335,1.5341944358732582,1.5056048270258908
freely,0.006103866074085196,0.2930483753915213,0.2840763824577152
painfully,0.00577712086147919,0.37923907403608637,0.3692992971950298
instantly,0.00577712086147919,0.37923907403608637,0.3692992971950298
attentively,0.005656854658535826,0.5516204713252164,0.5397451266696589
merely,0.001904979809321694,2.2581963044876048,2.2442034214159503
persistently,0.00023930031126635082,0.08619069864456506,0.08522291473731457
indubitably,0.00023930031126635082,0.08619069864456506,0.08522291473731457
sarcastically,0.00023930031126635082,0.08619069864456506,0.08522291473731457
really,0.0001695875710338579,3.4993423649693423,3.4941395042298975
heavily,-3.113429197272241e-06,0.4826679124095644,0.4829298501781159
thirdly,-0.0026769788977168973,0.1379051178313041,0.1420381912288576
noisily,-0.0026769788977168973,0.1379051178313041,0.1420381912288576
impatiently,-0.009636656596219928,0.18961953701804318,0.19885346772040066
doubly,-0.010548700747749412,0.051714419186739045,0.05681527649154305
fourthly,-0.010548700747749412,0.051714419186739045,0.05681527649154305
compassionately,-0.010548700747749412,0.051714419186739045,0.05681527649154305
brilliantly,-0.010548700747749412,0.051714419186739045,0.05681527649154305
visibly,-0.010548700747749412,0.051714419186739045,0.05681527649154305
favorably,-0.010548700747749412,0.051714419186739045,0.05681527649154305
naturedly,-0.021097401495498824,0.10342883837347809,0.1136305529830861
bitterly,-0.021097401495498824,0.10342883837347809,0.1136305529830861
joyously,-0.021097401495498824,0.10342883837347809,0.1136305529830861
rather,-0.029446767874861557,1.5169562961443455,1.5624201035174337
violently,-0.031646102243252816,0.15514325756021713,0.17044582947462913
gently,-0.037053144412451555,0.34476279457826026,0.3692992971950298
quickly,-0.037486756480594075,2.3788632825899962,2.443056889136351
sly,-0.04219480299099765,0.20685767674695618,0.2272611059661722
brightly,-0.046935162482727666,0.39647721376499934,0.42611457368657285
questioningly,-0.07603153587535894,0.06895255891565205,0.08522291473731457
lazily,-0.07603153587535894,0.06895255891565205,0.08522291473731457
languidly,-0.07603153587535894,0.06895255891565205,0.08522291473731457
purely,-0.07603153587535894,0.06895255891565205,0.08522291473731457
cruelly,-0.07603153587535894,0.06895255891565205,0.08522291473731457
nervously,-0.07677198872565649,0.1206669781023911,0.1420381912288576
morally,-0.07677198872565649,0.1206669781023911,0.1420381912288576
instinctively,-0.09159885248890998,0.22409581647586918,0.2556687442119437
hurriedly,-0.10963889545724381,1.1721935015660851,1.2499360828139472
severely,-0.11033857902572075,0.3275246548493473,0.3692992971950298
lightly,-0.1160357082252439,0.5688586110541295,0.6249680414069736
worldly,-0.15023483432102624,0.18961953701804318,0.2272611059661722
carelessly,-0.15206307175071787,0.1379051178313041,0.17044582947462913
disapprovingly,-0.15206307175071787,0.1379051178313041,0.17044582947462913
comfortably,-0.15206307175071787,0.1379051178313041,0.17044582947462913
merrily,-0.16653198421308701,0.34476279457826026,0.3977069354408013
totally,-0.1675162537717949,0.08619069864456506,0.1136305529830861
entirely,-0.19220746577984915,0.4999060521384774,0.5681527649154304
mentally,-0.2264256469093282,0.31028651512043426,0.3692992971950298
earthly,-0.23951500135891135,0.15514325756021713,0.19885346772040066
noiselessly,-0.23951500135891135,0.15514325756021713,0.19885346772040066
again,-0.2702913422235831,12.221841067799328,12.612991381122557
jauntily,-0.27070101687877246,0.10342883837347809,0.1420381912288576
submissively,-0.27070101687877246,0.10342883837347809,0.1420381912288576
evenly,-0.27070101687877246,0.10342883837347809,0.1420381912288576
curly,-0.3004696686420525,0.37923907403608637,0.4545222119323444
manly,-0.31396585702752056,0.22409581647586918,0.2840763824577152
cautiously,-0.3350325075435898,0.17238139728913013,0.2272611059661722
abruptly,-0.3350325075435898,0.17238139728913013,0.2272611059661722
courteously,-0.3704727258056024,0.051714419186739045,0.08522291473731457
urgently,-0.3704727258056024,0.051714419186739045,0.08522291473731457
wholly,-0.3704727258056024,0.051714419186739045,0.08522291473731457
justly,-0.3704727258056024,0.051714419186739045,0.08522291473731457
externally,-0.3704727258056024,0.051714419186739045,0.08522291473731457
alternately,-0.3704727258056024,0.051714419186739045,0.08522291473731457
enthusiastically,-0.3704727258056024,0.051714419186739045,0.08522291473731457
imperceptibly,-0.38015631771800207,0.1206669781023911,0.17044582947462913
vividly,-0.45618921525214695,0.41371535349391236,0.5113374884238874
undoubtedly,-0.49336424563402037,0.1379051178313041,0.19885346772040066
dryly,-0.4939636344074714,0.06895255891565205,0.1136305529830861
agreeably,-0.4939636344074714,0.06895255891565205,0.1136305529830861
sympathetically,-0.4939636344074714,0.06895255891565205,0.1136305529830861
smoothly,-0.6089965169081863,0.15514325756021713,0.2272611059661722
peculiarly,-0.6089965169081863,0.15514325756021713,0.2272611059661722
smartly,-0.6174545430093392,0.08619069864456506,0.1420381912288576
highly,-0.7062854083136489,0.2930483753915213,0.3977069354408013
rarely,-0.7700261040258836,0.36200093430717334,0.4829298501781159
calmly,-0.7700261040258836,0.36200093430717334,0.4829298501781159
freshly,-0.8447578946348,0.18961953701804318,0.2840763824577152
strictly,-0.8644363602130722,0.1206669781023911,0.19885346772040066
considerably,-1.0096161132753674,0.034476279457826026,0.08522291473731457
assembly,-1.0096161132753674,0.034476279457826026,0.08522291473731457
subtly,-1.0096161132753674,0.034476279457826026,0.08522291473731457
earnestly,-1.0096161132753674,0.034476279457826026,0.08522291473731457
inquisitively,-1.0096161132753674,0.034476279457826026,0.08522291473731457
invariably,-1.0750989484029767,0.051714419186739045,0.1136305529830861
stubbornly,-1.0750989484029767,0.051714419186739045,0.1136305529830861
shapely,-1.0750989484029767,0.051714419186739045,0.1136305529830861
hopelessly,-1.0750989484029767,0.051714419186739045,0.1136305529830861
gleefully,-1.0750989484029767,0.051714419186739045,0.1136305529830861
specially,-1.1018686327339138,0.2930483753915213,0.42611457368657285
apply,-1.1114181774168155,0.15514325756021713,0.2556687442119437
obstinately,-1.1665836662994113,0.06895255891565205,0.1420381912288576
unceasingly,-1.1665836662994113,0.06895255891565205,0.1420381912288576
continually,-1.2006231173808022,1.3618130385841283,1.6476430182547481
indifferently,-1.2697684294063913,0.08619069864456506,0.17044582947462913
rhythmically,-1.2697684294063913,0.08619069864456506,0.17044582947462913
sickly,-1.2697684294063913,0.08619069864456506,0.17044582947462913
lovely,-1.3659258695581782,0.39647721376499934,0.5681527649154304
heavenly,-1.3792237302456183,0.10342883837347809,0.19885346772040066
dreadfully,-1.4924316581616406,0.1206669781023911,0.2272611059661722
thoroughly,-1.8438253071624215,0.17238139728913013,0.3124840207034868
coldly,-1.9341828475202947,0.34476279457826026,0.5397451266696589
playfully,-1.9983741253665,0.051714419186739045,0.1420381912288576
jolly,-1.9983741253665,0.051714419186739045,0.1420381912288576
regretfully,-1.9983741253665,0.051714419186739045,0.1420381912288576
jestingly,-2.049136285514809,0.034476279457826026,0.1136305529830861
satisfactorily,-2.049136285514809,0.034476279457826026,0.1136305529830861
horribly,-2.049136285514809,0.034476279457826026,0.1136305529830861
conscientiously,-2.049136285514809,0.034476279457826026,0.1136305529830861
deferentially,-2.049136285514809,0.034476279457826026,0.1136305529830861
vaguely,-2.083180737286347,0.20685767674695618,0.3692992971950298
unseemly,-2.1501978968059534,0.10342883837347809,0.2272611059661722
often,-2.177116457903079,2.413339562047822,2.925986739314467
carefully,-2.3287516386788027,0.7929544275299987,1.1078978915850894
properly,-2.5395368588127827,0.17238139728913013,0.34089165894925827
warmly,-2.64781842149012,0.18961953701804318,0.3692992971950298
resolutely,-2.6891999239069957,0.2930483753915213,0.5113374884238874
swiftly,-2.7584474604912366,0.20685767674695618,0.3977069354408013
surely,-2.7584474604912366,0.20685767674695618,0.3977069354408013
immediately,-2.863582654449221,2.240958164758692,2.8123561863313804
partly,-2.8709190015655413,0.22409581647586918,0.42611457368657285
intently,-2.9146491003549233,0.4826679124095644,0.7670062326358311
differently,-2.93325026004792,0.3275246548493473,0.5681527649154304
deliberately,-2.984863316323281,0.2413339562047822,0.4545222119323444
busily,-3.0064400625898555,0.06895255891565205,0.19885346772040066
genuinely,-3.0737044282722183,0.051714419186739045,0.17044582947462913
keenly,-3.0737044282722183,0.051714419186739045,0.17044582947462913
shortly,-3.0737044282722183,0.051714419186739045,0.17044582947462913
now,-3.1119791000924124,22.961202118912134,24.799868188558538
ugly,-3.1474370719038802,0.1379051178313041,0.3124840207034868
truly,-3.225296845208927,0.15514325756021713,0.34089165894925827
cleverly,-3.2591055865435967,0.034476279457826026,0.1420381912288576
wrathfully,-3.2591055865435967,0.034476279457826026,0.1420381912288576
certainly,-3.378062490604769,1.017050244005868,1.4487895505343478
purposely,-3.403106491693393,0.18961953701804318,0.3977069354408013
lately,-3.600120032452798,0.22409581647586918,0.4545222119323444
duly,-3.7347759605136703,0.017238139728913013,0.1136305529830861
blissfully,-3.7347759605136703,0.017238139728913013,0.1136305529830861
nicely,-3.7347759605136703,0.017238139728913013,0.1136305529830861
greatly,-3.806807823361563,0.36200093430717334,0.653375679652745
especially,-4.059042541105409,2.413339562047822,3.1248402070348673
slowly,-4.1447090947293965,0.6550493096986946,1.0510826150935464
wrongly,-4.261246938165613,0.051714419186739045,0.19885346772040066
faintly,-4.261246938165613,0.051714419186739045,0.19885346772040066
lonely,-4.261246938165613,0.051714419186739045,0.19885346772040066
inwardly,-4.261246938165613,0.051714419186739045,0.19885346772040066
almost,-4.349792638795613,2.68914979771043,3.465731865984126
friendly,-4.405371009704201,0.5343823315963034,0.9090444238646888
mournfully,-4.585091034520897,0.034476279457826026,0.17044582947462913
contemptuously,-4.766295754136358,0.2930483753915213,0.596560403161202
away,-4.81380108195836,10.63593221273933,12.215284445681753
fully,-4.816145435472848,0.6722874494276075,1.1078978915850894
here,-4.9761146041171,8.3432596287939,9.772227556545404
extraordinarily,-5.002245497676366,0.1206669781023911,0.34089165894925827
actually,-5.221762709547416,0.22409581647586918,0.5113374884238874
rightly,-5.273900118800884,0.06895255891565205,0.2556687442119437
intentionally,-5.273900118800884,0.06895255891565205,0.2556687442119437
luckily,-5.279639211184525,0.017238139728913013,0.1420381912288576
plaintively,-5.279639211184525,0.017238139728913013,0.1420381912288576
capitally,-5.535148898269995,0.051714419186739045,0.2272611059661722
chilly,-5.995315287068686,0.034476279457826026,0.19885346772040066
practically,-5.995315287068686,0.034476279457826026,0.19885346772040066
particularly,-6.300952509660942,1.5169562961443455,2.2442034214159503
consequently,-6.370426155953162,0.2930483753915213,0.653375679652745
early,-6.545018155898976,0.9136214056323898,1.5056048270258908
vigorously,-6.877636551781345,0.051714419186739045,0.2556687442119437
exactly,-7.61861057643835,0.5171441918673905,1.0226749768477748
always,-7.834164277141852,7.998496834215638,9.772227556545404
hotly,-8.275945842207001,0.051714419186739045,0.2840763824577152
fairly,-8.553198180846461,0.017238139728913013,0.19885346772040066
distinctly,-8.684480021331385,0.4309534932228254,0.9374520621104603
exceptionally,-8.994109026203311,0.034476279457826026,0.2556687442119437
dreamily,-9.737867608423167,0.0,0.1420381912288576
darkly,-9.737867608423167,0.0,0.1420381912288576
unluckily,-9.737867608423167,0.0,0.1420381912288576
there,-9.747782039519024,25.477970519333436,28.94738337244118
lively,-10.032824075688705,0.22409581647586918,0.653375679652745
absolutely,-10.141209794515355,0.36200093430717334,0.8806367856189172
serenely,-10.250116557459512,0.017238139728913013,0.2272611059661722
promptly,-10.547800237601768,0.1379051178313041,0.5113374884238874
exceedingly,-11.07029779653999,0.10342883837347809,0.4545222119323444
fearfully,-11.685441130107797,0.0,0.17044582947462913
studiously,-11.685441130107797,0.0,0.17044582947462913
conclusively,-11.685441130107797,0.0,0.17044582947462913
assiduously,-11.975008336489752,0.017238139728913013,0.2556687442119437
principally,-11.975008336489752,0.017238139728913013,0.2556687442119437
gloomily,-12.421672459879803,0.18961953701804318,0.653375679652745
wonderfully,-13.72224718432011,0.017238139728913013,0.2840763824577152
likely,-15.267048147742454,0.2758102356626082,0.8806367856189172
miserably,-15.580588173477068,0.0,0.2272611059661722
precisely,-16.04781862082314,0.1206669781023911,0.596560403161202
extremely,-16.516075043727493,0.25857209593369523,0.8806367856189172
possibly,-16.516075043727493,0.25857209593369523,0.8806367856189172
unconsciously,-17.99476766722008,0.44819163295173836,1.2499360828139472
humoredly,-18.79545610097827,0.034476279457826026,0.42611457368657285
tightly,-19.045904683870184,0.051714419186739045,0.4829298501781159
intensely,-19.475735216846335,0.0,0.2840763824577152
completely,-25.003903145704165,0.7240018686143467,1.9033117624666922
awfully,-26.901613951196506,0.1379051178313041,0.8522291473731457
very,-29.529420721996587,13.859464342046063,18.493372497997264
perfectly,-32.861163854906984,0.41371535349391236,1.5624201035174337
directly,-34.62997595156884,0.6205730302408685,1.9885346772040067
unmistakably,-54.30845752546009,0.017238139728913013,0.9090444238646888
never,-54.496130394186,7.050399149125423,11.817577510240953
vassily,-70.11264678064681,0.0,1.0226749768477748
positively,-71.75081590221657,0.1206669781023911,1.5908277417632053
so,-73.26530132001699,32.78694176439256,44.03183928094586
obviously,-74.79907998016957,0.31028651512043426,2.1873881449244075
simply,-117.25442209970609,1.3273367591263021,5.283820713713503
too,-126.99661497975592,6.774588913462814,14.402672590606162
utterly,-134.84649800460875,0.06895255891565205,2.386241612644808
dolly,-545.3205860716973,0.0,7.954138708816027
